seq	trim_left	trim_right	primer_type
S-11237_oECA306_E05_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	0	4	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11181_oECA306_E03_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	13	4	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11689_oECA306_D11_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	13	17	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11147_oECA306_H02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	23	4	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11648_oECA306_A09_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	16	5	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11126_oECA306_B02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	17	7	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11215_oECA306_F04_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	14	0	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11279_oECA306_F06_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	7	21	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11127_oECA306_C02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	16	1	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11280_oECA306_G06_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	23	7	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11649_oECA306_B09_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	16	7	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11179_oECA306_C03_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	0	13	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11012_oECA306_A01_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	16	1	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11239_oECA306_F05_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	0	6	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11661_oECA306_C10_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	8	4	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11287_oECA306_A07_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	20	1	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11666_oECA306_G10_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	31	7	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11214_oECA306_E04_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	12	1	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11180_oECA306_D03_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	21	1	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11130_oECA306_F02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	23	6	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-10713_oECA306_G02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	36	0	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10754_oECA306_A04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	0	7	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10817_oECA306_A06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	41	6	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10776_oECA306_B05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	43	1	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10777_oECA306_C05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	0	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10814_oECA306_H05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	26	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10699_oECA306_C01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	20	4	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10726_oECA306_G03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	38	8	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10755_oECA306_B04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	37	6	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10773_oECA306_H04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	41	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10712_oECA306_F02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	0	35	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10687_oECA306_B01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	11	5	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10778_oECA306_D05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	31	11	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10771_oECA306_G04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	30	1	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10818_oECA306_B06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	29	25	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10703_oECA306_G01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	17	29	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10686_oECA306_A01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	0	11	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10702_oECA306_F01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	13	13	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10819_oECA306_C06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	21	12	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10715_oECA306_A03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	40	17	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10714_oECA306_H02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	0	10	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10701_oECA306_E01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	21	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10758_oECA306_E04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	37	5	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10709_oECA306_C02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	20	1	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10812_oECA306_F05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	26	6	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10759_oECA306_F04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	0	3	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10844_oECA306_F06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	24	20	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10722_oECA306_E03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	20	9	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10719_oECA306_D03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	34	7	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10813_oECA306_G05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	0	10	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10708_oECA306_B02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	33	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10795_oECA306_E05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	32	1	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10700_oECA306_D01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	9	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10854_oECA306_G06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	18	6	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10718_oECA306_C03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	41	11	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10757_oECA306_D04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	0	1	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10919_oECA306_H06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	0	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10739_oECA306_H03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	33	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10920_oECA306_A07_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	29	15	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10725_oECA306_F03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	20	20	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10843_oECA306_E06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	25	15	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10711_oECA306_E02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	36	10	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10756_oECA306_C04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	28	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10704_oECA306_H01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	30	13	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10842_oECA306_D06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	38	3	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10710_oECA306_D02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	24	10	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10717_oECA306_B03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	31	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10775_oECA306_A05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	20	8	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10707_oECA306_A02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	0	7	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10432_oECA306_H05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	18	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10562_oECA306_E08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	11	1	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10667_oECA306_B12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	17	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10636_oECA306_B11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	0	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10583_oECA306_E09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	14	0	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10628_oECA306_F10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	21	5	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10280_oECA306_C02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	16	3	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10412_oECA306_C05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	20	8	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10326_oECA306_G03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	26	5	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10278_oECA306_A02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	33	7	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10261_oECA306_G01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	26	7	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10399_oECA306_E04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	22	10	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10517_oECA306_A08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	5	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10633_oECA306_H10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	14	18	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10420_oECA306_E05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	19	0	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10493_oECA306_H06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	4	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10563_oECA306_F08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	20	1	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10572_oECA306_B09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	25	9	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10279_oECA306_B02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	10	4	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10566_oECA306_H08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	17	5	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10314_oECA306_C03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	21	4	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10486_oECA306_E06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	41	1	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10592_oECA306_G09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	16	0	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10629_oECA306_G10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	17	6	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10639_oECA306_C11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	2	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10668_oECA306_C12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	17	26	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10620_oECA306_C10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	22	2	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10564_oECA306_G08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	16	25	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10627_oECA306_E10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	4	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10490_oECA306_F06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	15	21	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10602_oECA306_H09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	15	16	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10522_oECA306_D08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	35	3	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10626_oECA306_D10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	26	6	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10337_oECA306_B04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	37	2	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10429_oECA306_G05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	1	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10236_oECA306_E01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	15	10	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10503_oECA306_D07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	9	5	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10214_oECA306_D01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	15	0	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10645_oECA306_F11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	33	16	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10290_oECA306_G02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	23	2	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10505_oECA306_E07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	25	12	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10685_oECA306_H12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	8	1	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
