seq	trim_left	trim_right	primer_type
S-11128_oECA306_D02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	20	184	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11719_oECA306_H12_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	9	43	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11715_oECA306_G12_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	32	92	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11312_oECA306_G07_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	24	9	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11213_oECA306_D04_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	16	12	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11690_oECA306_E11_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	21	37	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11260_oECA306_E06_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	0	11	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11015_oECA306_B01_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	23	7	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11641_oECA306_C08_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	22	103	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11231_oECA306_A05_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	35	1	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11288_oECA306_B07_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	0	37	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11176_oECA306_B03_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	17	31	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11640_oECA306_B08_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	20	65	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11712_oECA306_E12_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	22	8	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11145_oECA306_G02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	25	16	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11037_oECA306_E01_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	15	9	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11129_oECA306_E02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	14	43	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11650_oECA306_C09_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	17	147	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11298_oECA306_C07_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	13	34	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11714_oECA306_F12_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	26	8	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11657_oECA306_G09_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	20	152	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11677_oECA306_B11_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	36	74	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11660_oECA306_B10_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	13	57	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11237_oECA306_E05_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	0	20	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11181_oECA306_E03_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	14	47	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11689_oECA306_D11_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	18	76	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11147_oECA306_H02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	25	15	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11648_oECA306_A09_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	19	24	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11126_oECA306_B02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	17	12	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11215_oECA306_F04_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	15	9	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11279_oECA306_F06_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	28	46	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11127_oECA306_C02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	17	52	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11280_oECA306_G06_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	35	23	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11649_oECA306_B09_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	24	40	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11179_oECA306_C03_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	17	13	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11012_oECA306_A01_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	17	7	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11239_oECA306_F05_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	25	22	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11661_oECA306_C10_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	17	41	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11287_oECA306_A07_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	21	8	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11666_oECA306_G10_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	34	7	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11214_oECA306_E04_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	18	7	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11180_oECA306_D03_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	21	24	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11130_oECA306_F02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	27	6	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-10713_oECA306_G02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	58	26	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10754_oECA306_A04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	40	59	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10817_oECA306_A06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	51	16	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10776_oECA306_B05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	57	14	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10777_oECA306_C05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	37	7	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10814_oECA306_H05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	29	34	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10699_oECA306_C01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	35	166	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10726_oECA306_G03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	47	64	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10755_oECA306_B04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	43	8	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10773_oECA306_H04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	41	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10712_oECA306_F02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	36	117	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10687_oECA306_B01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	36	36	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10778_oECA306_D05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	44	65	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10771_oECA306_G04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	45	35	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10818_oECA306_B06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	37	104	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10703_oECA306_G01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	34	55	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10686_oECA306_A01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	25	106	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10702_oECA306_F01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	24	44	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10819_oECA306_C06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	38	88	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10715_oECA306_A03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	46	165	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10714_oECA306_H02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	50	52	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10701_oECA306_E01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	35	53	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10758_oECA306_E04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	6	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10709_oECA306_C02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	40	146	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10812_oECA306_F05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	66	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10759_oECA306_F04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	28	6	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10844_oECA306_F06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	41	20	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10722_oECA306_E03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	32	77	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10719_oECA306_D03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	131	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10813_oECA306_G05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	30	29	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10708_oECA306_B02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	33	70	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10795_oECA306_E05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	33	11	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10700_oECA306_D01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	55	74	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10854_oECA306_G06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	30	40	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10718_oECA306_C03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	46	55	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10757_oECA306_D04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	21	86	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10919_oECA306_H06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	45	21	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10739_oECA306_H03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	35	17	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10920_oECA306_A07_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	49	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10725_oECA306_F03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	43	106	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10843_oECA306_E06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	38	15	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10711_oECA306_E02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	125	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10756_oECA306_C04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	40	50	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10704_oECA306_H01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	40	14	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10842_oECA306_D06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	25	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10710_oECA306_D02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	43	12	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10717_oECA306_B03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	34	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10775_oECA306_A05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	44	14	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10707_oECA306_A02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	40	141	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10432_oECA306_H05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	16	83	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10562_oECA306_E08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	11	31	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10667_oECA306_B12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	19	17	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10636_oECA306_B11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	37	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10583_oECA306_E09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	55	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10628_oECA306_F10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	30	5	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10280_oECA306_C02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	26	16	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10412_oECA306_C05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	31	28	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10326_oECA306_G03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	39	21	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10278_oECA306_A02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	40	68	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10261_oECA306_G01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	16	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10399_oECA306_E04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	33	65	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10517_oECA306_A08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	30	10	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10633_oECA306_H10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	25	61	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10420_oECA306_E05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	29	48	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10493_oECA306_H06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	90	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10563_oECA306_F08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	42	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10572_oECA306_B09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	30	33	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10279_oECA306_B02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	29	29	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10566_oECA306_H08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	54	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10314_oECA306_C03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	39	60	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10486_oECA306_E06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	164	29	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10592_oECA306_G09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	45	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10629_oECA306_G10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	6	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10639_oECA306_C11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	7	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10668_oECA306_C12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	23	93	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10620_oECA306_C10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	23	6	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10564_oECA306_G08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	32	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10627_oECA306_E10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	0	67	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10490_oECA306_F06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	25	40	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10602_oECA306_H09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	15	22	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10522_oECA306_D08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	36	4	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10626_oECA306_D10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	35	8	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10337_oECA306_B04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	43	6	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10429_oECA306_G05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	45	2	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10236_oECA306_E01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	24	103	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10503_oECA306_D07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	5	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10214_oECA306_D01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	162	1	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10645_oECA306_F11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	38	16	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10290_oECA306_G02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	29	9	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10505_oECA306_E07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	15	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10685_oECA306_H12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	8	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
