seq	trim_left	trim_right	primer_type
S-11650_oECA306_C09_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	22	243	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11298_oECA306_C07_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	26	187	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11714_oECA306_F12_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	28	8	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11657_oECA306_G09_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	20	252	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11677_oECA306_B11_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	37	212	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11660_oECA306_B10_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	13	120	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11237_oECA306_E05_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	18	45	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11181_oECA306_E03_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	26	140	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11689_oECA306_D11_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	21	244	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11147_oECA306_H02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	28	152	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11648_oECA306_A09_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	23	24	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11126_oECA306_B02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	27	112	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11215_oECA306_F04_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	28	255	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11279_oECA306_F06_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	28	46	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11127_oECA306_C02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	17	167	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11280_oECA306_G06_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	35	86	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11649_oECA306_B09_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	24	102	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11179_oECA306_C03_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	24	141	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11012_oECA306_A01_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	23	137	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11239_oECA306_F05_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	55	38	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11661_oECA306_C10_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	17	94	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11287_oECA306_A07_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	31	134	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11666_oECA306_G10_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	37	20	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11214_oECA306_E04_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	22	204	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11180_oECA306_D03_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	24	26	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-11130_oECA306_F02_robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D	34	114	robyn.tanny@northwestern.edu_03_SEQ1679327A_010320D
S-10713_oECA306_G02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	63	276	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10754_oECA306_A04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	44	354	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10817_oECA306_A06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	60	86	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10776_oECA306_B05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	67	87	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10777_oECA306_C05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	58	265	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10814_oECA306_H05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	41	135	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10699_oECA306_C01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	51	350	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10726_oECA306_G03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	48	421	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10755_oECA306_B04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	47	382	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10773_oECA306_H04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	48	2	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10712_oECA306_F02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	36	309	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10687_oECA306_B01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	39	248	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10778_oECA306_D05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	45	97	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10771_oECA306_G04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	64	97	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10818_oECA306_B06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	40	295	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10703_oECA306_G01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	34	345	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10686_oECA306_A01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	25	322	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10702_oECA306_F01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	28	301	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10819_oECA306_C06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	115	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10715_oECA306_A03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	47	257	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10714_oECA306_H02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	62	341	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10701_oECA306_E01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	39	117	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10758_oECA306_E04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	43	84	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10709_oECA306_C02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	43	354	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10812_oECA306_F05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	43	124	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10759_oECA306_F04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	28	17	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10844_oECA306_F06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	46	209	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10722_oECA306_E03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	39	368	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10719_oECA306_D03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	43	150	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10813_oECA306_G05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	34	71	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10708_oECA306_B02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	62	365	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10795_oECA306_E05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	137	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10700_oECA306_D01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	57	234	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10854_oECA306_G06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	30	255	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10718_oECA306_C03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	46	118	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10757_oECA306_D04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	67	337	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10919_oECA306_H06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	49	222	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10739_oECA306_H03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	57	17	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10920_oECA306_A07_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	289	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10725_oECA306_F03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	46	188	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10843_oECA306_E06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	44	188	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10711_oECA306_E02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	42	259	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10756_oECA306_C04_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	41	120	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10704_oECA306_H01_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	43	311	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10842_oECA306_D06_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	50	90	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10710_oECA306_D02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	45	137	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10717_oECA306_B03_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	37	427	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10775_oECA306_A05_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	47	61	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10707_oECA306_A02_robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E	44	142	robyn.tanny@northwestern.edu_02_SEQ1677048A_122319E
S-10432_oECA306_H05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	21	285	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10562_oECA306_E08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	34	221	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10667_oECA306_B12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	19	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10636_oECA306_B11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	44	336	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10583_oECA306_E09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	32	326	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10628_oECA306_F10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	31	176	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10280_oECA306_C02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	31	263	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10412_oECA306_C05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	33	228	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10326_oECA306_G03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	44	105	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10278_oECA306_A02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	45	126	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10261_oECA306_G01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	32	44	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10399_oECA306_E04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	34	232	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10517_oECA306_A08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	33	13	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10633_oECA306_H10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	344	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10420_oECA306_E05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	30	300	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10493_oECA306_H06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	21	307	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10563_oECA306_F08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	32	257	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10572_oECA306_B09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	36	293	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10279_oECA306_B02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	29	299	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10566_oECA306_H08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	259	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10314_oECA306_C03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	39	177	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10486_oECA306_E06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	-	-	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10592_oECA306_G09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	39	273	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10629_oECA306_G10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	34	290	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10639_oECA306_C11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	18	340	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10668_oECA306_C12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	29	253	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10620_oECA306_C10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	23	6	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10564_oECA306_G08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	338	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10627_oECA306_E10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	188	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10490_oECA306_F06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	25	280	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10602_oECA306_H09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	15	218	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10522_oECA306_D08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	59	40	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10626_oECA306_D10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	35	72	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10337_oECA306_B04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	48	113	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10429_oECA306_G05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	47	75	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10236_oECA306_E01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	290	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10503_oECA306_D07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	319	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10214_oECA306_D01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	-	-	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10645_oECA306_F11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	38	89	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10290_oECA306_G02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	39	138	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10505_oECA306_E07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	32	254	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10685_oECA306_H12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	32	304	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
