fulcrum_id,fulcrum_parent_id,fulcrum_record_id,fulcrum_record_version,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,s_label
5660c00f-6111-4d3a-a5f8-f898fd14d694,6f1bb87b-2241-4963-92da-6d731c6400c7,6f1bb87b-2241-4963-92da-6d731c6400c7,1,1,42.0565101,-87.6736891,POINT (-87.6736891 42.0565101),2019-12-11 18:58:09 UTC,2019-12-11 18:58:21 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10680
fffe9ee8-17fd-42b6-a20a-6e452c31389b,6f1bb87b-2241-4963-92da-6d731c6400c7,6f1bb87b-2241-4963-92da-6d731c6400c7,1,1,42.0565123,-87.6736839,POINT (-87.6736839 42.0565123),2019-12-11 18:58:22 UTC,2019-12-11 18:58:29 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10672
45df5fe3-e929-4ab8-be40-12d6c741797e,3ea09689-f337-428f-9acd-01387bd51d67,3ea09689-f337-428f-9acd-01387bd51d67,1,1,42.0564946,-87.6736993,POINT (-87.6736993 42.0564946),2019-12-11 19:05:25 UTC,2019-12-11 19:05:34 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10643
a0dae6e3-90ac-45d6-b57f-f218acb94815,3ea09689-f337-428f-9acd-01387bd51d67,3ea09689-f337-428f-9acd-01387bd51d67,1,1,42.0564908,-87.6736964,POINT (-87.6736964 42.0564908),2019-12-11 19:05:35 UTC,2019-12-11 19:05:43 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10642
6d922f24-94ee-4249-a321-63aa2939c558,3ea09689-f337-428f-9acd-01387bd51d67,3ea09689-f337-428f-9acd-01387bd51d67,1,1,42.0564956,-87.6736907,POINT (-87.6736907 42.0564956),2019-12-11 19:05:45 UTC,2019-12-11 19:05:53 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10669
0730063c-39ca-43d7-819b-5ecfcec8d715,3ea09689-f337-428f-9acd-01387bd51d67,3ea09689-f337-428f-9acd-01387bd51d67,1,1,,,,2019-12-11 19:05:54 UTC,2019-12-11 19:06:04 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10655
fa64176c-cbbc-490c-8981-1ae1c2ac1f76,3ea09689-f337-428f-9acd-01387bd51d67,3ea09689-f337-428f-9acd-01387bd51d67,1,1,42.0564924,-87.6736944,POINT (-87.6736944 42.0564924),2019-12-11 19:06:06 UTC,2019-12-11 19:06:15 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10679
41ede3b6-a667-42fa-8275-25116fd71e1b,3ea09689-f337-428f-9acd-01387bd51d67,3ea09689-f337-428f-9acd-01387bd51d67,1,1,42.0564901,-87.6736963,POINT (-87.6736963 42.0564901),2019-12-11 19:06:17 UTC,2019-12-11 19:06:26 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10656
357445f1-7949-4f23-bc04-890846d2c02f,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,1,1,42.0565091,-87.6736832,POINT (-87.6736832 42.0565091),2019-12-11 19:11:57 UTC,2019-12-11 19:12:10 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10657
c5a1ed72-4995-47c3-ae6a-61872dec8500,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,1,1,42.0565125,-87.6737038,POINT (-87.6737038 42.0565125),2019-12-11 19:12:11 UTC,2019-12-11 19:12:19 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10653
91790284-dbd7-42e3-bdf5-e27abb118962,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,1,1,42.0565095,-87.6736962,POINT (-87.6736962 42.0565095),2019-12-11 19:12:20 UTC,2019-12-11 19:12:27 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10666
8460a15c-27da-48cd-a19e-7b7c6b6015d8,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,1,1,42.0565106,-87.6736876,POINT (-87.6736876 42.0565106),2019-12-11 19:12:29 UTC,2019-12-11 19:12:35 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10665
ca5ea114-2ac9-4fd4-9213-42fc8bdc52f3,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,1,1,42.0565065,-87.673692,POINT (-87.673692 42.0565065),2019-12-11 19:12:38 UTC,2019-12-11 19:12:44 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10662
cc62729f-526a-455a-9294-5e09c97cf812,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,1,1,42.05651,-87.6736989,POINT (-87.6736989 42.05651),2019-12-11 19:12:47 UTC,2019-12-11 19:12:53 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10654
222256c2-1325-4ac2-9efc-965a0ec94bac,a077a466-0109-4a49-947b-8bd87d9dacab,a077a466-0109-4a49-947b-8bd87d9dacab,1,1,42.0565095,-87.6736836,POINT (-87.6736836 42.0565095),2019-12-11 19:18:48 UTC,2019-12-11 19:18:54 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10659
75a3d323-e0ac-46ac-8ab0-d01f733753bd,a077a466-0109-4a49-947b-8bd87d9dacab,a077a466-0109-4a49-947b-8bd87d9dacab,1,1,42.0565024,-87.6736871,POINT (-87.6736871 42.0565024),2019-12-11 19:18:58 UTC,2019-12-11 19:19:05 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10663
9eeef6cf-7674-442f-af93-fad6c4def353,a077a466-0109-4a49-947b-8bd87d9dacab,a077a466-0109-4a49-947b-8bd87d9dacab,1,1,42.056501,-87.673688,POINT (-87.673688 42.056501),2019-12-11 19:19:10 UTC,2019-12-11 19:19:16 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10658
f9080b12-dcb9-48f3-9bea-526f2dd0db6d,a077a466-0109-4a49-947b-8bd87d9dacab,a077a466-0109-4a49-947b-8bd87d9dacab,1,1,42.05651,-87.6736834,POINT (-87.6736834 42.05651),2019-12-11 19:19:23 UTC,2019-12-11 19:19:53 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10660
bbc1b771-eb02-4b82-8f60-407bf46c65bb,a077a466-0109-4a49-947b-8bd87d9dacab,a077a466-0109-4a49-947b-8bd87d9dacab,1,1,,,,2019-12-11 19:20:02 UTC,2019-12-11 19:20:12 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10675
25bf2148-a9f9-4ef6-bc06-04dc7213d36d,a077a466-0109-4a49-947b-8bd87d9dacab,a077a466-0109-4a49-947b-8bd87d9dacab,1,1,42.0565097,-87.6736832,POINT (-87.6736832 42.0565097),2019-12-11 19:20:15 UTC,2019-12-11 19:20:21 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10676
9f79e328-7a9e-4bd1-9280-fa34b812a208,9556ee02-f66f-4fa0-aee2-ae2faba0d2df,9556ee02-f66f-4fa0-aee2-ae2faba0d2df,1,1,42.0565167,-87.6736734,POINT (-87.6736734 42.0565167),2019-12-11 19:26:05 UTC,2019-12-11 19:26:14 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10651
79ac929b-32ec-46e6-9188-15c5b768ef78,9556ee02-f66f-4fa0-aee2-ae2faba0d2df,9556ee02-f66f-4fa0-aee2-ae2faba0d2df,1,1,42.0565164,-87.6736733,POINT (-87.6736733 42.0565164),2019-12-11 19:26:15 UTC,2019-12-11 19:26:24 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10670
b8767c14-5c71-45cd-9eb8-cf42e934baca,9556ee02-f66f-4fa0-aee2-ae2faba0d2df,9556ee02-f66f-4fa0-aee2-ae2faba0d2df,1,1,,,,2019-12-11 19:26:26 UTC,2019-12-11 19:26:34 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10652
239fb12c-288c-4aef-b4cd-b9c7ad614411,317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,1,1,42.0565162,-87.673674,POINT (-87.673674 42.0565162),2019-12-11 19:39:18 UTC,2019-12-11 19:40:12 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10650
df87153b-fbc9-475c-8adf-1d2e06af04c5,317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,1,1,42.0565102,-87.6736828,POINT (-87.6736828 42.0565102),2019-12-11 19:40:14 UTC,2019-12-11 19:40:25 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10674
a1e2c32e-32fa-4f69-b7cc-69c3df9c9b11,317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,1,1,42.0565168,-87.6736742,POINT (-87.6736742 42.0565168),2019-12-11 19:40:28 UTC,2019-12-11 19:40:39 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10649
3d68c36e-ed46-46d9-be3c-01cfebb75d21,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,1,1,,,,2019-12-11 19:48:17 UTC,2019-12-11 19:48:27 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10418
b514048d-611e-4de7-b65a-08fa61fff96a,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,1,1,42.0565161,-87.6736735,POINT (-87.6736735 42.0565161),2019-12-11 19:48:29 UTC,2019-12-11 19:48:38 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10415
4fbff120-ef76-4b90-a3d7-09061e57f9e0,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,1,1,42.0565167,-87.6736726,POINT (-87.6736726 42.0565167),2019-12-11 19:48:40 UTC,2019-12-11 19:48:49 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10413
d57a40e3-e7d2-43e0-a7c7-35b76b2ae738,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,1,1,,,,2019-12-11 19:48:50 UTC,2019-12-11 19:48:56 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10417
333301fb-6f67-461d-a8e8-4db881b1cd29,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,1,1,42.0565113,-87.6736815,POINT (-87.6736815 42.0565113),2019-12-11 19:48:58 UTC,2019-12-11 19:49:04 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10414
acef5eef-7cae-4224-86c0-764274585a1f,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,1,1,42.0565097,-87.6736833,POINT (-87.6736833 42.0565097),2019-12-11 19:49:06 UTC,2019-12-11 19:49:16 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10416
3d68c36e-ed46-46d9-be3c-01cfebb75d21,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,2,1,,,,2019-12-11 19:48:17 UTC,2019-12-11 19:48:27 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10418
b514048d-611e-4de7-b65a-08fa61fff96a,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,2,2,42.0565161,-87.6736735,POINT (-87.6736735 42.0565161),2019-12-11 19:48:29 UTC,2019-12-11 19:48:38 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10415
4fbff120-ef76-4b90-a3d7-09061e57f9e0,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,2,2,42.0565167,-87.6736726,POINT (-87.6736726 42.0565167),2019-12-11 19:48:40 UTC,2019-12-11 19:48:49 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10413
d57a40e3-e7d2-43e0-a7c7-35b76b2ae738,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,2,1,,,,2019-12-11 19:48:50 UTC,2019-12-11 19:48:56 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10417
333301fb-6f67-461d-a8e8-4db881b1cd29,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,2,2,42.0565113,-87.6736815,POINT (-87.6736815 42.0565113),2019-12-11 19:48:58 UTC,2019-12-11 19:49:04 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10414
acef5eef-7cae-4224-86c0-764274585a1f,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,2,2,42.0565097,-87.6736833,POINT (-87.6736833 42.0565097),2019-12-11 19:49:06 UTC,2019-12-11 19:49:16 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10416
139732cf-bfcf-42fa-b2b3-3480a1caf95a,b2537219-8181-4891-a3a4-faf47c51c7d2,b2537219-8181-4891-a3a4-faf47c51c7d2,1,1,42.0565115,-87.673709,POINT (-87.673709 42.0565115),2019-12-11 19:46:09 UTC,2019-12-11 19:46:16 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,S-10422
487ebae0-7ad5-4e83-9293-1127ff6e54bb,b2537219-8181-4891-a3a4-faf47c51c7d2,b2537219-8181-4891-a3a4-faf47c51c7d2,1,1,42.0565203,-87.6737163,POINT (-87.6737163 42.0565203),2019-12-11 19:46:17 UTC,2019-12-11 19:46:25 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,S-10421
4d198d81-88bc-4f52-ad6d-f9434012209f,b2537219-8181-4891-a3a4-faf47c51c7d2,b2537219-8181-4891-a3a4-faf47c51c7d2,1,1,42.0565089,-87.6737123,POINT (-87.6737123 42.0565089),2019-12-11 19:46:26 UTC,2019-12-11 19:46:35 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,S-10420
8114e24f-5c7a-4be2-b6c9-d05c9b2d8193,b2537219-8181-4891-a3a4-faf47c51c7d2,b2537219-8181-4891-a3a4-faf47c51c7d2,1,1,42.056513,-87.6737114,POINT (-87.6737114 42.056513),2019-12-11 19:46:36 UTC,2019-12-11 19:46:44 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,S-10419
81bcb485-bae1-493e-b571-950bc1e626de,a47ad724-1493-4883-9d49-fd9b4d073a77,a47ad724-1493-4883-9d49-fd9b4d073a77,1,1,42.0565095,-87.6736826,POINT (-87.6736826 42.0565095),2019-12-11 20:05:04 UTC,2019-12-11 20:05:15 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10428
2462c915-d89f-4b4a-b187-760906fa30e2,a47ad724-1493-4883-9d49-fd9b4d073a77,a47ad724-1493-4883-9d49-fd9b4d073a77,1,1,,,,2019-12-11 20:05:18 UTC,2019-12-11 20:05:27 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10427
de6eaaff-c386-49ff-98a7-0033c798b0e7,a47ad724-1493-4883-9d49-fd9b4d073a77,a47ad724-1493-4883-9d49-fd9b4d073a77,1,1,42.0565149,-87.6736891,POINT (-87.6736891 42.0565149),2019-12-11 20:05:28 UTC,2019-12-11 20:05:35 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10425
c041fbaa-adfc-4d4e-ab3c-b91eeb52ab07,a47ad724-1493-4883-9d49-fd9b4d073a77,a47ad724-1493-4883-9d49-fd9b4d073a77,1,1,,,,2019-12-11 20:05:38 UTC,2019-12-11 20:05:44 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10424
1b635488-542e-4395-88cd-bba1e9165d18,a47ad724-1493-4883-9d49-fd9b4d073a77,a47ad724-1493-4883-9d49-fd9b4d073a77,1,1,,,,2019-12-11 20:05:46 UTC,2019-12-11 20:05:53 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10426
9922c4dd-5c60-4b43-8531-1595d4e710ca,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,1,1,,,,2019-12-11 20:27:24 UTC,2019-12-11 20:27:32 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10640
2b254431-9db2-41f4-ab91-bd17e4e70023,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,1,1,42.0565107,-87.6736835,POINT (-87.6736835 42.0565107),2019-12-11 20:27:33 UTC,2019-12-11 20:27:41 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10722
a770bfad-1ad8-457b-bfa2-d518262566f6,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,1,1,42.0565021,-87.6736835,POINT (-87.6736835 42.0565021),2019-12-11 20:27:44 UTC,2019-12-11 20:27:51 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10635
13778cbb-c038-491e-b9e8-cbf2a38dac4a,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,1,1,42.0565017,-87.6736835,POINT (-87.6736835 42.0565017),2019-12-11 20:27:52 UTC,2019-12-11 20:27:59 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10639
278c7013-9c1e-4b5e-b450-68f24c7d3d7f,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,1,1,42.0565032,-87.6736858,POINT (-87.6736858 42.0565032),2019-12-11 20:28:00 UTC,2019-12-11 20:28:07 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10641
bff638d2-6e8c-47af-b2c9-f0ece213020f,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,1,1,42.0565101,-87.673683,POINT (-87.673683 42.0565101),2019-12-11 20:28:15 UTC,2019-12-11 20:28:21 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10636
c9e285f7-efab-4b72-8c08-f186fb637ea4,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,1,1,,,,2019-12-11 20:34:57 UTC,2019-12-11 20:35:07 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10429
00638ecf-b55f-418f-a12b-4462d0ae0e09,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,1,1,42.0565137,-87.6736838,POINT (-87.6736838 42.0565137),2019-12-11 20:35:10 UTC,2019-12-11 20:35:17 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10629
145a4c07-37d3-4a5a-91af-d1a4a6d98e68,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,1,1,42.0565158,-87.6736648,POINT (-87.6736648 42.0565158),2019-12-11 20:35:19 UTC,2019-12-11 20:35:25 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10628
47b7c4be-a194-4170-85be-04456eafcb6f,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,1,1,42.0565159,-87.6736622,POINT (-87.6736622 42.0565159),2019-12-11 20:35:27 UTC,2019-12-11 20:35:35 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10626
c8fa8ca1-0237-4e3f-b685-77ccf98dd2a8,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,1,1,42.0565161,-87.6736611,POINT (-87.6736611 42.0565161),2019-12-11 20:35:37 UTC,2019-12-11 20:35:46 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10625
612efad1-6b71-402c-adcd-f1a1772cf641,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,1,1,,,,2019-12-11 20:35:47 UTC,2019-12-11 20:35:55 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10627
c9e285f7-efab-4b72-8c08-f186fb637ea4,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,2,1,,,,2019-12-11 20:34:57 UTC,2019-12-11 20:35:07 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10429
00638ecf-b55f-418f-a12b-4462d0ae0e09,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,2,2,42.0565137,-87.6736838,POINT (-87.6736838 42.0565137),2019-12-11 20:35:10 UTC,2019-12-11 20:35:17 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10629
145a4c07-37d3-4a5a-91af-d1a4a6d98e68,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,2,2,42.0565158,-87.6736648,POINT (-87.6736648 42.0565158),2019-12-11 20:35:19 UTC,2019-12-11 20:35:25 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10628
47b7c4be-a194-4170-85be-04456eafcb6f,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,2,2,42.0565159,-87.6736622,POINT (-87.6736622 42.0565159),2019-12-11 20:35:27 UTC,2019-12-11 20:35:35 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10626
c8fa8ca1-0237-4e3f-b685-77ccf98dd2a8,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,2,2,42.0565161,-87.6736611,POINT (-87.6736611 42.0565161),2019-12-11 20:35:37 UTC,2019-12-11 20:35:46 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10625
612efad1-6b71-402c-adcd-f1a1772cf641,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,2,1,,,,2019-12-11 20:35:47 UTC,2019-12-11 20:35:55 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,S-10627
139732cf-bfcf-42fa-b2b3-3480a1caf95a,b2537219-8181-4891-a3a4-faf47c51c7d2,b2537219-8181-4891-a3a4-faf47c51c7d2,2,2,42.0565115,-87.673709,POINT (-87.673709 42.0565115),2019-12-11 19:46:09 UTC,2019-12-11 19:46:16 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,S-10422
487ebae0-7ad5-4e83-9293-1127ff6e54bb,b2537219-8181-4891-a3a4-faf47c51c7d2,b2537219-8181-4891-a3a4-faf47c51c7d2,2,2,42.0565203,-87.6737163,POINT (-87.6737163 42.0565203),2019-12-11 19:46:17 UTC,2019-12-11 19:46:25 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,S-10421
